ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Response,Z_Revenue_correct,Age,MntTotal,NumTotalPurchases,AcceptedTotalFirstFiveCmps,AcceptedTotalFirstFiveCmpsMorePilot,TotalYearAfterRegistration,TotalChildren,DaysOfRegistration,NumTotalPurchasesByMonthRegistred,PurchaseEveryNDays
6941,1971,Graduation,Single,31632.0,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,False,False,False,False,False,False,3,False,0,49,63,5,0,0,7,0,351,0.4273504273504274,70.19999999999999
10972,1949,Graduation,Widow,72298.0,0,0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,False,True,True,False,False,False,3,False,0,71,904,13,2,2,6,0,112,3.482142857142857,8.615384615384615
10708,1978,2n Cycle,Single,36975.0,1,0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,False,False,False,False,False,False,3,False,0,42,31,4,0,0,7,1,184,0.6521739130434783,46.0
6583,1955,2n Cycle,Married,72635.0,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,False,False,False,True,False,False,3,False,0,65,874,20,1,1,7,0,392,1.530612244897959,19.6
3641,1976,Graduation,Married,13624.0,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,False,False,False,False,False,False,3,False,0,44,30,5,0,0,7,1,526,0.28517110266159695,105.2
10156,1975,Graduation,Single,84196.0,0,1,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,False,False,False,False,False,False,3,False,0,45,1047,19,0,0,7,1,392,1.4540816326530612,20.63157894736842
4299,1960,Graduation,Together,70971.0,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,False,False,False,False,False,False,3,True,11,60,1808,27,0,1,8,1,647,1.2519319938176199,23.962962962962962
3469,1977,PhD,Divorced,34487.0,1,1,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,False,False,False,False,False,False,3,False,0,43,95,6,0,0,8,2,662,0.2719033232628399,110.33333333333333
5063,1977,Graduation,Single,28769.0,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,False,False,False,False,False,False,3,False,0,43,188,9,0,0,8,1,559,0.48300536672629696,62.111111111111114
10727,1970,PhD,Married,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,False,False,False,False,False,False,3,False,0,50,1556,23,0,0,7,1,223,3.094170403587444,9.695652173913043
9624,1958,PhD,Together,65488.0,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,False,False,False,False,False,False,3,False,0,62,909,13,0,0,6,0,17,22.941176470588236,1.3076923076923077
5156,1970,2n Cycle,Married,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,False,False,False,False,False,False,3,False,0,50,806,21,0,0,6,1,166,3.7951807228915664,7.904761904761904
4376,1960,2n Cycle,Single,32218.0,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,True,False,False,False,False,False,3,True,11,60,63,6,1,2,6,0,135,1.3333333333333333,22.5
8923,1973,Graduation,Single,83917.0,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,False,False,False,False,False,False,3,True,11,47,1508,20,0,1,7,0,438,1.36986301369863,21.900000000000002
8461,1962,Graduation,Divorced,46102.0,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,False,False,False,False,False,False,3,False,0,58,15,3,0,0,6,3,112,0.8035714285714286,37.33333333333333
6945,1952,Graduation,Single,84574.0,0,0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,False,False,False,False,False,False,3,False,0,68,1212,31,0,0,7,0,391,2.3785166240409206,12.612903225806452
944,1962,Graduation,Married,56181.0,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,False,False,False,False,False,False,3,False,0,58,345,13,0,0,7,1,538,0.724907063197026,41.38461538461539
1907,1950,Master,Divorced,63120.0,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,False,False,False,False,False,False,3,True,11,70,1408,21,0,1,8,1,640,0.984375,30.476190476190474
701,1971,Graduation,Married,73691.0,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,True,False,False,False,False,False,3,False,0,49,1106,16,1,1,7,1,236,2.0338983050847457,14.75
3856,1960,Graduation,Together,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,False,False,False,False,False,False,3,False,0,60,846,22,0,0,8,1,633,1.0426540284360188,28.772727272727277
4149,1948,PhD,Together,76140.0,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,False,False,False,False,False,False,3,False,0,72,1322,20,0,0,6,0,48,12.5,2.4
2131,1959,PhD,Divorced,62859.0,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,False,False,False,False,False,False,3,False,0,61,1282,19,0,0,8,1,547,1.0420475319926874,28.789473684210527
2942,1964,Graduation,Single,45906.0,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,True,False,False,False,False,False,3,False,0,56,342,13,1,1,7,1,419,0.9307875894988067,32.23076923076923
1173,1947,Master,Together,77632.0,0,0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,False,True,True,False,False,False,3,True,11,73,2105,12,2,3,7,0,477,0.7547169811320754,39.75
4381,1971,PhD,Married,46463.0,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,False,False,False,False,False,False,3,False,0,49,224,10,0,0,7,2,316,0.949367088607595,31.599999999999998
4611,1970,Graduation,Together,105471.0,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,False,False,True,True,False,False,3,True,11,50,1517,30,2,3,7,0,525,1.7142857142857142,17.5
3376,1970,Master,Divorced,55282.0,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,False,False,False,False,False,False,3,False,0,50,216,10,0,0,7,1,199,1.507537688442211,19.900000000000002
4679,1977,Master,Married,78710.0,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,False,False,False,False,False,False,3,False,0,43,1042,25,0,0,6,1,38,19.736842105263158,1.52
10928,1958,Graduation,Together,66886.0,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,False,False,False,False,False,False,3,False,0,62,453,15,0,0,7,1,287,1.5679442508710801,19.133333333333333
4248,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,False,True,False,False,False,False,3,False,0,60,1970,19,1,1,6,0,133,4.285714285714286,7.0
6728,1985,Graduation,Together,29103.0,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,False,False,False,False,False,False,3,False,0,35,42,4,0,0,8,1,672,0.17857142857142858,168.0
6661,1974,Graduation,Married,67445.0,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,False,False,False,False,False,False,3,False,0,46,1163,27,0,0,8,1,687,1.1790393013100438,25.444444444444443
4725,1950,PhD,Together,50616.0,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,False,False,False,False,False,False,3,False,0,70,58,6,0,0,6,1,78,2.3076923076923075,13.000000000000002
3277,1955,Graduation,Divorced,49431.0,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,False,False,False,False,False,False,3,False,0,65,348,13,0,0,8,1,696,0.560344827586207,53.53846153846153
2564,1953,Graduation,Together,61278.0,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,False,False,False,False,False,False,3,False,0,67,150,8,0,0,6,1,177,1.3559322033898304,22.125
946,1958,2n Cycle,Together,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,False,False,False,False,False,False,3,False,0,62,185,9,0,0,8,0,646,0.41795665634674917,71.77777777777779
3867,1947,PhD,Together,73059.0,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,False,False,False,False,False,False,3,False,0,73,1024,25,0,0,7,1,303,2.4752475247524752,12.120000000000001
6940,1966,PhD,Single,46734.0,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,True,False,False,False,False,False,3,False,0,54,147,8,1,1,7,3,252,0.9523809523809523,31.5
55,1963,Graduation,Together,56253.0,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,False,False,False,False,False,False,3,False,0,57,592,18,0,0,8,1,570,0.9473684210526315,31.666666666666668
7093,1985,Graduation,Married,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,False,False,False,False,False,False,3,False,0,35,16,3,0,0,7,1,228,0.39473684210526316,76.0
5084,1975,Graduation,Widow,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,False,False,False,False,False,False,3,False,0,45,913,23,0,0,7,1,187,3.6898395721925135,8.130434782608695
1777,1980,Basic,Married,25965.0,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,False,False,False,False,False,False,3,False,0,40,63,5,0,0,8,0,661,0.22692889561270801,132.2
8162,1956,Master,Together,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,False,False,False,False,False,False,3,False,0,64,24,4,0,0,7,0,545,0.2201834862385321,136.25
10826,1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,False,False,False,False,False,False,3,False,0,61,41,4,0,0,8,0,549,0.2185792349726776,137.25
8754,1974,PhD,Together,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,False,False,False,False,False,False,3,False,0,46,17,3,0,0,7,1,410,0.21951219512195122,136.66666666666666
1987,1987,Basic,Single,21063.0,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,False,False,False,False,False,False,3,False,0,33,44,5,0,0,7,1,278,0.539568345323741,55.6
11007,1968,PhD,Married,29187.0,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,False,False,False,False,False,False,3,False,0,52,32,4,0,0,7,1,417,0.28776978417266186,104.25
7426,1971,2n Cycle,Married,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,False,False,False,False,False,False,3,False,0,49,180,9,0,0,7,2,235,1.148936170212766,26.111111111111107
9153,1964,PhD,Married,59304.0,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,False,False,False,False,False,False,3,False,0,56,1038,25,0,0,7,1,336,2.232142857142857,13.44
10379,1962,Master,Single,59247.0,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,False,False,False,False,False,False,3,False,0,58,491,16,0,0,7,2,234,2.0512820512820515,14.624999999999998
9204,1970,Graduation,Widow,66731.0,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,False,False,False,False,False,False,3,False,0,50,888,13,0,0,8,1,656,0.5945121951219512,50.46153846153847
3197,1980,Graduation,Married,77353.0,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,False,False,False,False,False,False,3,False,0,40,611,18,0,0,7,1,196,2.7551020408163267,10.888888888888888
2920,1975,PhD,Single,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,False,False,False,False,False,False,3,False,0,45,952,14,0,0,8,1,576,0.7291666666666667,41.14285714285714
6961,1974,Graduation,Married,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,False,False,False,False,False,False,3,False,0,46,10,3,0,0,6,2,39,2.3076923076923075,13.000000000000002
4673,1963,PhD,Married,81300.0,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,False,False,False,True,False,False,3,True,11,57,1205,18,1,2,8,1,608,0.8881578947368421,33.77777777777778
9937,1979,Graduation,Single,70337.0,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,False,False,False,False,False,False,3,False,0,41,485,16,0,0,6,0,179,2.6815642458100557,11.1875
8779,1985,2n Cycle,Married,36145.0,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,True,False,False,False,False,False,3,True,11,35,154,8,1,2,7,1,379,0.633245382585752,47.375
9596,1980,PhD,Single,65295.0,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,False,False,False,False,False,False,3,False,0,40,658,19,0,0,7,0,189,3.015873015873016,9.947368421052632
2891,1963,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,False,False,False,False,False,False,3,False,0,57,774,21,0,0,7,1,255,2.4705882352941178,12.142857142857142
4910,1967,Graduation,Divorced,68743.0,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,False,False,False,False,False,False,3,False,0,53,1959,29,0,0,8,0,669,1.3004484304932735,23.06896551724138
75,1982,2n Cycle,Together,41039.0,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,False,False,False,False,False,False,3,False,0,38,422,14,0,0,7,0,340,1.2352941176470587,24.28571428571429
10120,1955,Graduation,Together,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,False,False,False,False,False,False,3,False,0,65,216,10,0,0,7,1,249,1.2048192771084336,24.900000000000002
6327,1967,Graduation,Together,65777.0,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,False,False,False,False,False,False,3,False,0,53,1092,16,0,0,7,0,193,2.4870466321243523,12.0625
10142,1976,PhD,Divorced,66476.0,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,False,False,False,False,False,False,3,False,0,44,611,18,0,0,7,1,480,1.125,26.666666666666668
9826,1972,PhD,Single,86857.0,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,False,False,False,False,False,False,3,True,11,48,2074,21,0,1,8,0,656,0.9603658536585366,31.23809523809524
1501,1982,PhD,Married,160803.0,0,0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,False,False,False,False,False,False,3,False,0,38,1713,29,0,0,8,0,695,1.2517985611510791,23.96551724137931
10767,1989,PhD,Together,77845.0,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,False,False,True,True,False,False,3,False,0,31,1320,20,2,2,6,0,45,13.333333333333334,2.25
7279,1969,PhD,Together,69476.0,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,False,False,False,False,False,False,3,False,0,51,977,14,0,0,7,0,273,1.5384615384615385,19.5
7230,1960,PhD,Divorced,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,False,True,False,False,False,False,3,True,11,60,489,16,1,2,8,1,634,0.7570977917981073,39.625
143,1970,Graduation,Single,61209.0,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,False,False,False,False,False,False,3,False,0,50,858,12,0,0,7,0,309,1.1650485436893203,25.75
450,1958,Master,Together,42315.0,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,False,False,False,False,False,False,3,False,0,62,190,9,0,0,7,1,353,0.7648725212464589,39.22222222222222
9316,1952,Basic,Together,13084.0,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,False,False,False,False,False,False,3,False,0,68,19,4,0,0,7,0,240,0.5,60.0
6379,1949,Master,Widow,47570.0,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,False,False,False,False,False,False,3,True,11,71,90,6,0,1,7,2,397,0.45340050377833757,66.16666666666666
9239,1961,Master,Married,61923.0,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,False,False,False,False,False,False,3,False,0,59,120,7,0,0,7,2,339,0.6194690265486725,48.42857142857143
8315,1995,Graduation,Single,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,False,False,False,False,False,False,3,False,0,25,19,3,0,0,6,0,96,0.9375,32.0
2868,1949,PhD,Single,26518.0,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,False,False,False,False,False,False,3,True,11,71,55,5,0,1,7,2,448,0.33482142857142855,89.60000000000001
10888,1961,Graduation,Single,45938.0,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,False,False,False,False,False,False,3,False,0,59,607,18,0,0,7,0,239,2.2594142259414225,13.277777777777779
1277,1960,Graduation,Together,78468.0,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,False,False,False,True,False,False,3,False,0,60,970,27,1,1,6,0,82,9.878048780487804,3.037037037037037
9977,1973,Graduation,Divorced,78901.0,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,False,False,False,False,False,False,3,False,0,47,700,17,0,0,7,1,286,1.7832167832167833,16.823529411764703
10196,1978,Graduation,Married,71427.0,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,False,False,False,False,False,False,3,False,0,42,591,18,0,0,6,2,110,4.909090909090909,6.111111111111111
6384,1978,Graduation,Divorced,71022.0,0,1,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,True,False,False,False,False,False,3,False,0,42,1211,18,1,1,6,1,139,3.884892086330935,7.722222222222222
8029,1988,Master,Single,90247.0,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,False,True,True,True,False,False,3,True,11,32,1605,14,3,4,6,0,62,6.774193548387096,4.428571428571429
968,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,False,False,False,False,False,False,3,False,0,52,182,9,0,0,7,1,186,1.4516129032258065,20.666666666666664
6988,1986,Graduation,Married,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,True,False,True,False,False,False,3,False,0,34,1350,20,2,2,7,1,536,1.1194029850746268,26.8
4472,1970,PhD,Divorced,35682.0,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,False,False,False,False,False,False,3,False,0,50,39,5,0,0,6,1,3,50.0,0.6
6991,1951,Graduation,Divorced,43185.0,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,False,False,False,False,False,False,3,False,0,69,607,18,0,0,7,1,446,1.210762331838565,24.77777777777778
3336,1948,PhD,Together,66375.0,0,1,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,True,False,False,False,False,False,3,False,0,72,757,11,1,1,7,1,221,1.493212669683258,20.09090909090909
4301,1971,Master,Married,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,True,False,False,False,False,False,3,True,11,49,41,4,1,2,7,1,536,0.22388059701492538,134.0
1940,1986,Graduation,Married,25252.0,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,False,False,False,False,False,False,3,False,0,34,12,3,0,0,7,1,353,0.254957507082153,117.66666666666667
1272,1965,Master,Single,55250.0,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,False,False,False,False,False,False,3,False,0,55,837,22,0,0,8,1,617,1.0696920583468397,28.045454545454543
1388,1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,False,False,False,False,False,False,3,False,0,45,70,6,0,0,7,1,495,0.36363636363636365,82.5
1044,1953,Graduation,Together,58398.0,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,False,False,False,False,False,False,3,False,0,67,547,17,0,0,7,0,412,1.237864077669903,24.235294117647058
6969,1982,Graduation,Together,50272.0,1,0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,False,False,False,False,False,False,3,False,0,38,229,10,0,0,7,1,327,0.9174311926605504,32.7
10479,1975,PhD,Married,76618.0,0,0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,False,False,False,False,False,False,3,False,0,45,1364,10,0,0,8,0,570,0.5263157894736842,57.0
3619,1960,2n Cycle,Divorced,87305.0,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,False,False,True,False,False,False,3,True,11,60,1072,16,1,2,8,0,645,0.7441860465116279,40.3125
1715,1978,Graduation,Together,25851.0,1,0,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7,False,False,False,False,False,False,3,False,0,42,43,5,0,0,7,1,504,0.2976190476190476,100.8
10159,1970,Graduation,Divorced,58710.0,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,False,False,False,False,False,False,3,False,0,50,1011,25,0,0,7,1,456,1.6447368421052633,18.24
1463,1958,Graduation,Single,45160.0,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,False,False,False,False,False,False,3,False,0,62,18,3,0,0,6,2,93,0.9677419354838709,31.000000000000004
5114,1965,Master,Married,74806.0,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,False,False,False,False,False,False,3,False,0,55,956,14,0,0,8,1,558,0.7526881720430108,39.857142857142854
4990,1954,Graduation,Married,59111.0,0,0,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,7,False,False,False,False,False,False,3,False,0,66,714,20,0,0,7,0,424,1.4150943396226416,21.2
4329,1984,PhD,Married,18988.0,1,0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,False,False,False,False,False,False,3,False,0,36,15,4,0,0,6,1,38,3.1578947368421053,9.5
10936,1965,Graduation,Married,72190.0,0,0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3,False,False,False,False,False,False,3,False,0,55,1698,15,0,0,7,0,502,0.896414342629482,33.46666666666667
4692,1976,Graduation,Married,7500.0,1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,True,False,False,False,False,False,3,True,11,44,39,7,1,2,8,1,698,0.3008595988538682,99.71428571428571
7212,1966,Graduation,Married,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,False,False,False,False,False,False,3,False,0,54,61,5,0,0,6,1,22,6.818181818181818,4.3999999999999995
6086,1955,Graduation,Married,80395.0,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,False,False,False,True,False,False,3,False,0,65,1332,23,1,1,7,0,219,3.1506849315068495,9.521739130434781
437,1976,Master,Divorced,75012.0,0,0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,False,False,False,False,False,False,3,False,0,44,876,22,0,0,6,0,156,4.230769230769231,7.090909090909091
11171,1965,Master,Married,56962.0,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,False,False,False,False,False,False,3,False,0,55,385,14,0,0,7,3,262,1.603053435114504,18.71428571428571
11101,1991,Graduation,Together,89891.0,0,0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,False,False,True,False,False,False,3,False,0,29,653,25,1,1,7,0,441,1.7006802721088436,17.64
5329,1949,PhD,Divorced,35946.0,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,False,False,False,False,False,False,3,False,0,71,11,3,0,0,7,2,276,0.32608695652173914,92.0
610,1953,PhD,Together,53593.0,1,1,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8,False,False,False,False,False,False,3,False,0,67,437,15,0,0,8,2,692,0.6502890173410405,46.13333333333333
9384,1978,Graduation,Married,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,False,False,False,False,False,False,3,False,0,42,497,16,0,0,7,2,383,1.2532637075718014,23.937500000000004
5956,1948,PhD,Divorced,45072.0,1,2,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8,False,False,False,False,False,False,3,False,0,72,254,11,0,0,7,3,257,1.284046692607004,23.363636363636363
10430,1973,Graduation,Divorced,89694.0,1,1,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5,False,True,True,True,False,False,3,False,0,47,1430,11,3,3,7,2,264,1.25,24.0
7875,1949,Graduation,Married,72025.0,0,0,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2,False,True,True,True,False,False,3,True,11,71,1677,25,3,4,6,0,62,12.096774193548386,2.48
7072,1973,Graduation,Married,67432.0,0,1,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4,False,False,False,False,False,False,3,False,0,47,1165,17,0,0,7,1,458,1.1135371179039302,26.941176470588236
6255,1952,Master,Together,70545.0,0,1,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2,False,False,False,False,False,False,3,False,0,68,313,12,0,0,6,1,27,13.333333333333332,2.25
6516,1989,Basic,Married,17487.0,1,0,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7,False,False,False,False,False,False,3,False,0,31,12,3,0,0,7,1,469,0.19189765458422176,156.33333333333331
5564,1969,Graduation,Together,62882.0,0,1,2012-08-09,26,509,133,497,78,24,97,2,7,5,6,4,False,False,False,False,False,False,3,False,0,51,1241,18,0,0,8,1,690,0.782608695652174,38.33333333333333
5682,1953,PhD,Single,64108.0,0,1,2013-03-23,8,948,10,86,13,21,21,4,6,9,11,5,False,False,False,False,False,False,3,False,0,67,1078,26,0,0,7,1,464,1.6810344827586208,17.846153846153847
7458,1956,Master,Together,34941.0,1,1,2013-03-06,26,39,2,25,4,3,24,2,3,0,3,8,False,False,False,False,False,False,3,False,0,64,73,6,0,0,7,2,481,0.3742203742203742,80.16666666666667
5237,1950,PhD,Single,48767.0,1,2,2014-01-01,79,28,1,21,3,0,10,3,2,1,3,5,False,False,False,False,False,False,3,False,0,70,53,6,0,0,6,3,180,1.0,30.0
7761,1978,2n Cycle,Together,38702.0,1,0,2013-08-01,71,13,11,24,13,8,40,2,3,0,4,6,False,False,False,False,False,False,3,False,0,42,69,7,0,0,7,1,333,0.6306306306306306,47.57142857142857
5278,1964,Graduation,Married,82224.0,0,0,2014-01-25,83,307,26,360,138,31,40,1,6,9,5,3,False,False,False,True,False,False,3,False,0,56,862,20,1,1,6,0,156,3.846153846153846,7.800000000000001
3560,1952,Graduation,Together,83844.0,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,False,False,True,False,False,False,3,False,0,68,1383,19,1,1,7,0,414,1.3768115942028984,21.789473684210527
7235,1975,2n Cycle,Married,17003.0,1,0,2013-12-09,37,2,5,12,4,8,7,3,2,0,4,5,False,False,False,False,False,False,3,False,0,45,31,6,0,0,7,1,203,0.8866995073891626,33.833333333333336
10548,1995,Graduation,Single,71163.0,0,0,2014-03-09,30,283,17,372,138,106,44,1,3,8,12,1,False,False,False,False,False,False,3,False,0,25,916,23,0,0,6,0,113,6.106194690265487,4.913043478260869
2281,1970,Graduation,Single,33697.0,1,0,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,7,True,False,False,False,False,False,3,False,0,50,17,3,1,1,7,1,288,0.3125,96.0
4073,1954,2n Cycle,Married,63564.0,0,0,2014-01-29,0,769,80,252,15,34,65,1,10,10,7,6,True,False,False,False,False,False,3,True,11,66,1150,27,1,2,6,0,152,5.328947368421053,5.629629629629629
6974,1972,PhD,Together,83443.0,0,0,2013-12-31,89,518,42,742,55,56,84,1,6,10,5,2,False,False,False,False,False,False,3,False,0,48,1413,21,0,0,7,0,181,3.4806629834254146,8.619047619047619
7938,1958,PhD,Together,51518.0,0,1,2013-10-03,92,350,8,66,17,4,4,2,3,2,10,3,False,False,False,False,False,False,3,False,0,62,445,15,0,0,7,1,270,1.6666666666666667,18.0
7094,1975,Graduation,Widow,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,False,False,False,False,False,False,3,False,0,45,913,23,0,0,7,1,187,3.6898395721925135,8.130434782608695
3667,1969,Graduation,Married,80952.0,0,0,2013-02-28,20,778,178,689,41,27,44,1,8,5,11,8,False,True,True,True,False,False,3,True,11,51,1713,24,3,4,7,0,487,1.4784394250513346,20.291666666666668
